sentence_id,transcript,sentence,gold_label,vote_count,direction,sonnet_balanced__label,sonnet_skeptic__label,haiku_pattern__label,gpt_mini_balanced__label,sonnet_balanced__confidence,sonnet_skeptic__confidence,haiku_pattern__confidence,gpt_mini_balanced__confidence
a999ae5389ef,GS_Q4-2023,"We continue to be a trusted adviser to our clients, to be an employer of choice for our people and to generate mid-teens returns through the cycle and strong total shareholder return.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.72,0.82,0.92,0.7
aa4e29800289,JPM_Q4-2024,"You're finally getting what you wanted, 15 years of your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and regulatory costs.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.92,0.6
aaf7e5bc8bb2,NKE_Q3-2026,It was a world-class execution that showcase the ACG logo on all Team USA athletes.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.92,0.7
accbe2d66360,JPM_Q1-2025,I was specifically referring to tariffs relating to protecting national security.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.72,0.92,0.6
ad81104719f7,FAST_Q1-2025,"But if it's government mandated, that's a really weird thing for certainty because if the economics work because there's a 50% tariff or a 25% tariff or a 75% tariff.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.75,0.75,0.85,0.7
aeb4ec962aa0,AMD_Q2-2024,We expanded gross margin significantly and drove earnings growth while increasing investment in AI.,substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.72,0.72,0.85,0.85
aed7cfff080d,NKE_Q3-2025,The competition is a bit more aggressive than I had -- when I remembered it 4.5 years ago.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.7
afa5262a15dd,BLK_Q1-2024,"As we spoke in January, we believe the planned combination of BlackRock's infrastructure platform with GIP will provide clients with access to market-leading investments and operating expertise across infrastructure private markets.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.75,0.75,0.92,0.6
afc03a63042f,NVDA_Q1-2026,The question is whether one of the world's largest AI markets will run on American platforms.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.72,0.85,0.9
afdb34ca2d2a,NVDA_Q2-2025,NVIDIA's networking footprint is much bigger than before.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.55,0.55,0.85,0.7
b13c673b07d7,BLK_Q1-2025,"This, I think, can be done faster than that because it can be done largely through allocations to funds inside of target date funds that are already themselves asset allocation vehicles.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
b1551ea4b39c,NKE_Q3-2026,"Given where inventory is in the marketplace, we expect to continue to see improvement in underlying profitability in that geography.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.82,0.72,0.72,0.6
b196edf5c2a4,AVGO_Q4-2025,"Obviously, Google uses its own networking.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.85,0.6
b24ba952461c,INTC_Q2-2024,We've uncovered quite a lot of areas where we don't leverage industry IPs.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.55,0.85,0.7
b331bcfdf871,JPM_Q4-2023,"And that's actually intuitive when you think about it as people continue migrating into CDs, but maybe a little nonintuitive if you're kind of trying to do beta-type math with like change in rates and change in rate pay that gets a little bit nonintuitive.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
b4d0d586b88b,AVGO_Q1-2024,"And also being in an environment where, as you all know, traditional enterprise networking is kind of also in a bit of a slowdown [ law ].",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.85,0.7
b674cd70d249,NKE_Q1-2025,So Running and Core are the 2 areas where we're most optimistic that we see momentum building from an innovation and a newness perspective.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.85,0.6
b6ac3549ea85,FDX_Q2-2025,"So we've got some opportunity to be a little bit more strategic, also to look at the 3PL market.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.7
b9e6a2cee7b8,GS_Q1-2026,"As David referenced, we are thoughtfully building out our One Goldman Sachs 3.0 work streams, and our early learnings have reinforced the need to double down on the foundational elements of our infrastructure.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
ba05688326dd,FAST_Q2-2025,"And so when the tariff activity started ramping up, I said to Kevin, can you start producing a video for the field to convey order to the chaos and try to simplify it as much as you can.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.7
bbc76290506c,NKE_Q2-2025,"I'd note that even with these actions, we almost offset it by the contribution of newness and innovation.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.6
bd0946bd6572,WFC_Q2-2024,"But I think the good part is like we've been methodically sort of making investments in really all of the asset classes, FX, credit, to a lesser degree, in equities and other places, but we're getting the benefit of those investments each quarter on an incremental basis.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.72,0.6
bd16e67545e4,NVDA_Q4-2025,Blackwell has great demand for inference.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.65,0.75,0.6
bd297782d3f5,BLK_Q4-2023,"Just yesterday, the iShares Bitcoin ETF began trading in another landmark moment that advances ETF innovation and expand access to Bitcoin for investors.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.85,0.85,0.85,0.75
bdba00b97eb8,INTC_Q4-2023,Third-party engagements with IFS continue to validate our progress on this technology.,boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.72,0.85,0.72,0.6
bdc5933ee44b,JNJ_Q2-2025,"And do you see room to improve the operating margin next year beyond the implied, I think, 32.8% in the 2025 guidance?",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.85,0.85,0.92,0.85
be917c0cf1b7,JPM_Q4-2023,It tends to be a trade-off between the best possible pricing versus speed and uncertainty of execution.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.9
bf16987ca0a7,FDX_Q3-2024,"This is tied in part to the rapid growth of many of our e-commerce customers, where we are a critical enabler of global trade, offering unique solutions for our customers.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,boilerplate,substantive,0.55,0.75,0.85,0.7
bf945960ae98,FAST_Q3-2025,Can you just explain why was the bonus reset so much larger in 3Q versus 2Q?,boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.72,0.75,0.85,0.6
bfe1d2b7d94d,BLK_Q2-2024,"But obviously, if interest rates go back down, the liabilities will go out a little bit.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.62,0.7,0.85,0.7
c0187ec06af4,WFC_Q1-2024,"Executives - Senior EVP & CFO And when you think about the first quarter in particular, there's always going to be seasonality on the trading side.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
c0261be2f096,JPM_Q4-2023,"But it's also the case, as you know, that there's -- the market's expectation is that QT is going to start slowing down at some point this year.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.92,0.6
c051f879e573,PLTR_Q4-2023,"Those assumptions have seeped into our products, whether they're a military product or they're foundry or ontology or AIP.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.72,0.6
c087c7a333c1,FAST_Q4-2023,There's a couple of states where the rules are pretty onerous.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.7
c0a0ec59e588,BLK_Q3-2024,"But it built as we built better analytics and data and then through better analytics and data, more acceptance and a broadening of the market.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.6
c0d537feaa4f,BLK_Q2-2024,"What the creation of public benchmarks did to drive stock markets, especially visible through iShares, we believe the combination of BlackRock with Preqin can do for private markets.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.82,0.82,0.85,0.6
c14dbbfec902,INTC_Q2-2024,"I think, Dave, you might have mentioned client flat to down in September.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.62,0.75,0.85,0.7
c1752fa05719,INTC_Q1-2025,"I know in the past, your target was to, I guess, bring in 70% of the die in-house to 18A.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.75,0.85,0.7
c21ffe71dba2,C_Q1-2024,"And yes, it was a different rate environment, but that growth that we delivered over the past couple of years has been a mix of both revenue and underlying business strength.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.55,0.82,0.72,0.7
c30c8556cdc4,NVDA_Q3-2026,You can use 1 architecture and not worry about the changes in the workload across those 3 phases.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.6,0.6,0.72,0.6
c36e301a12f2,AVGO_Q3-2024,"Meanwhile, there's still a market for in enterprise for merchant silicon.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.72,0.6
c3d9b9d7c2fb,C_Q4-2025,So it's not as if it's a cliff at the end of the consent order.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.6,0.92,0.7
c44bace6789a,FDX_Q4-2025,"Eddie brings deep expertise from his nearly 30-year career at FedEx, most recently as Corporate Vice President for Corporate Governance securities and tax law.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.95,0.9
c6d344e2efb5,FDX_Q2-2026,So we are continuing to onboard health care with that tool.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.75,0.85,0.6
c737910457bb,C_Q4-2023,"I don't know if you've dimensionalized how much was rate versus new business, but you have good core business momentum and a pipeline of one, but not yet funded.",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.6,0.62,0.85,0.7
c92f0b685a3f,WFC_Q2-2024,"But -- you saw about -- basically about a month's worth in the quarter, we made the change in June.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.72,0.85,0.7
c95054029a47,NKE_Q1-2026,We are going to accelerate the Win Now actions by activating our Sport Offense that I've spent some time speaking to.,boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.62,0.75,0.72,0.6
c9dc266406bd,FDX_Q1-2026,"And especially in this complex trade environment, those kind of -- it's the added value as we improve our value proposition for moving things across borders and being predictive using GenAI to create value from HS classifications and so on.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.72,0.6
cbdb6b1fc97c,JPM_Q2-2024,It's hard to imagine a scenario coming out of the whole potential range of outcomes on capital that involves an upward revision on ROTCE.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.75,0.82,0.85,0.7
cc6b6cfc2162,FAST_Q4-2024,"Thanks to the strength of our Onsite program, there's a subset of this group that has grown even faster.",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.52,0.75,0.72,0.7
cd3db5972cbf,AMD_Q4-2023,"As MI300 revenue ramps, how do you see the customer concentration, let's say, a year or 2 from now?",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.72,0.85,0.85,0.9
cd4687bb2961,NVDA_Q4-2026,All of the enterprise ISVs who are now working on agentic systems on top of their tools platforms.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.55,0.72,0.6
cee5c8777e87,AVGO_Q1-2026,"Now you've got to productize it, which means inference.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.55,0.85,0.6
cfbd7f76cc0b,WFC_Q1-2024,"And is there opportunity set for maybe pulling in some more deposits and reinvesting in securities, given the slightly improved long-end rates here?",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.62,0.72,0.75,0.9
d1068ff8e3ec,WFC_Q3-2024,"Executives - CEO & Chairman And the only thing I'd add is when you think about just rate movement, you need to look at the different points along the curve.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.7
d309714f578a,C_Q4-2024,"We know what we need to be spending on through the annual planning process that concluded last month, it was clear that we did need to invest some more.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.72,0.6
d403bd98fb72,AMD_Q1-2024,"And from our experience, I think you'll see a faster transition than, for example, when we went from Milan to Genoa.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.65,0.72,0.6
d4afd238406d,FAST_Q1-2026,"As our international sales teams have become increasingly more aligned, the growth continues to accelerate.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.52,0.82,0.72,0.6
d505d83c1ec0,BLK_Q4-2023,The integration of BlackRock's existing infrastructure platform with GIP will result in a market-leading comprehensive infrastructure business with truly differentiated origination and asset management capabilities.,substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.72,0.72,0.85,0.7
d641d3e1165a,AMD_Q2-2024,Is it the ASP uplift you're getting from the new products?,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.75,0.92,0.9
d68b96aba4c1,GS_Q2-2025,"I think this market structure bill that is yet to come is very, very important in the context of this and the direction of travel.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.7
d779d984585b,JNJ_Q4-2025,And I guess what we're really trying to understand is how much of that acceleration comes from the organic pipeline versus acquisitions versus portfolio pruning.,boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.62,0.82,0.85,0.7
d77a56534026,JPM_Q1-2025,JPMorgan will be fine with or without an SLR change.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.85,0.7
d7dee6c1f7af,FAST_Q1-2024,"And at this point, to be honest, the pricing environment is fairly unremarkable, which is why we're not giving it as much time and energy in our dialogue.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.85,0.7
d80ee5a9067d,JPM_Q1-2025,"And I think some of that Mike Mayo mentioned the thing about regulation, he is right, there will be reductions in cost because rules and regulations will be modified a little bit.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.6,0.6,0.85,0.7
d8defe0c06dc,PLTR_Q4-2024,I'm pretty sure there's some sanction invasion going on there.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.95,0.6
d9122fb0919e,NVDA_Q2-2026,And we're going to -- you're going to see that networking obviously is very important in AI factories.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.6
d93a91d0d92c,AVGO_Q3-2024,"I'm not in a path of, in the meantime, a different trajectory of enabling enterprises to do AI on their own workloads.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.7
d968f269640e,GS_Q4-2023,"Question Analysts - MD, Head of U.S. Large-Cap Bank Research & Senior bank Analyst I was just wondering what you're going to do about the Lead Independent Director, who I guess is no longer on your Board, Bayo, I guess, his firm got purchased and now you need to get a new lead director.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.7,0.7,0.85,0.9
daa28747ca57,JPM_Q4-2023,"Question Analysts - Former Senior Analyst of US Large-Cap Banks Jeremy, could you give a little more color on what's baked into the loan loss reserve in terms of kind of weighted average assumptions?",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.7,0.85,0.9
db64194785f0,GS_Q1-2024,"And depending on where various pieces of regulation end up, we'll make whatever adjustments we need either to pricing or the mix of our businesses or look for other ways to serve our clients.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.82,0.85,0.7
df1cc6f8dd65,JNJ_Q1-2024,"Innovation continues to be a main priority for the company, as demonstrated by our industry-leading R&D spend.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.72,0.85,0.72,0.6
df9e0f92da0f,INTC_Q2-2025,"In addition, we also need to develop a rich and diverse ecosystem of IP and EDA partners who will enable our customers to seamlessly design chips using our process.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.72,0.7
dfbd9c25a30e,AMD_Q2-2025,"So to your question of how much is pull forward, we don't think a whole lot of that is.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.65,0.85,0.7
e14507967fe2,AVGO_Q2-2024,"That's a great product, great technology, but it's been out for 20 years.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.52,0.55,0.75,0.6
e1bdbf2d4b36,AVGO_Q4-2024,"So yes, the focus will be on paying down debt.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.7
e1d1234eb8ed,INTC_Q4-2024,"And remind us again what the delta is in terms of cost structure, the margin dynamics of an EUV wafer?",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.72,0.85,0.9
e25dcc8eeb4b,AVGO_Q1-2026,These figures demonstrate that our scale continues to drive significant operating leverage.,boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.82,0.85,0.72,0.6
e3fb6407708a,BLK_Q3-2025,"Question Analysts - MD & Head of the North American Asset Managers, Brokers & Exchanges Team My question is on the breadth of the 10% base fee organic growth in the quarter.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.72,0.75,0.85,0.9
e4cb2c6f492d,BLK_Q2-2024,The industrial logic that informed our planned acquisition of GIP has only begun even clearer in the last 6 months.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.7,0.85,0.6
e5223164ac13,NKE_Q1-2025,"Kobe's a beloved athlete in China, and it was one of the biggest opportunities we saw to bring Kobe back into the product family, and we're incredibly excited about the energy that's building in China for Kobe.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.85,0.6
e59eaf874875,NVDA_Q2-2025,NVIDIA NIMs accelerate and simplify model deployment.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.55,0.6,0.85,0.7
e5e8ca998cbd,AVGO_Q2-2025,And do you think it leads to a market share shift faster than we were expecting towards XPU from GPU?,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.72,0.92,0.9
e6856371f018,NKE_Q1-2026,"When you think about the Sport office, and this is rather than us being organized by men's, women, kids.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.75,0.92,0.7
e6a7bb29a86c,AMD_Q1-2024,"So overall, will help the mix on the gross margin side.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.92,0.7
e6b52047d3d2,FAST_Q1-2024,"There were a few other periods, obviously, the '08, '09 period, much shorter in duration, but pretty steep.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
e70c877a827d,BLK_Q3-2025,The fourth quarter has traditionally been our strongest for organic growth.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.62,0.62,0.85,0.7
e7bcc45b8762,GS_Q2-2025,We had a nominal dividend and we've been kind of growing into it as we've been growing the firm.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.55,0.72,0.6
e7cb9c37b7e4,WFC_Q4-2024,"Question Analysts - Analyst Clearly, the way the stock has reacted, the message from your shareholders has been an embrace of Wells Fargo was more than a remediation story, and thinking about the return improvement even beyond the asset cap resolution and the consent order.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.62,0.72,0.92,0.7
e830a39f356f,FAST_Q1-2024,We've seen improvements in sort of the rate of signings on the contract side as well.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.55,0.72,0.6
e8f4f38ea4d5,GS_Q4-2023,We used to do that business on balance sheet.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.52,0.55,0.85,0.7
e9ed70b37f39,NKE_Q1-2025,"This quarter, we saw growth in multiple sport dimensions, an indicator that we are gaining traction.",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.52,0.82,0.72,0.7
ea2bf25a18bf,INTC_Q1-2025,And I'll qualify this by saying it's a relatively dynamic industry out there right now given the tariffs and the implications on what that might look like from our TAM and from the macro.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.72,0.85,0.7
eb0c8f6004b8,PLTR_Q3-2025,"Anybody with specific domain expertise is more powerful, more valuable in our product than they were yesterday.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.7
eb35b4ffdf8f,FAST_Q2-2024,"And so at the end of the day, I think that we need more discipline among our contract sellers and more discipline in our field personnel and they need to trust the tools because the tools are in great shape.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.55,0.82,0.72,0.7
eb5e5e3ac3a3,JPM_Q3-2024,We think the CD mix has probably peaked.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.75,0.85,0.7
ec51ac4fe5a2,AVGO_Q1-2024,"It's almost a layer 3-dimensional chip, which it is.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.7
edc980246b1a,C_Q1-2025,"And I'm wondering, does that mean at $1.75 billion or does that mean keep pace with the increased Q-on-Q, which was [indiscernible] million?",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.75,0.85,0.7
ee9cdd80d1a3,JNJ_Q4-2025,"And it would be helpful if you could touch upon the outlook for your EP business, which is growing below market.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.72,0.82,0.85,0.8
eecd6712acd6,AVGO_Q3-2024,You've said in the past calls that you thought that AI compute would move away from ASICs and go to merchant market.,boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.72,0.72,0.85,0.7
ef0afc471d1f,NKE_Q3-2026,"So again, is that flat for the fourth quarter on EPS through the February quarter?",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.7,0.92,0.9
efaed34eaf3c,BLK_Q1-2026,And now IQQ is similarly trying to facilitate access for U.S. investors with an iShares quality option in one of the most widely tracked indexes.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.72,0.85,0.8
efc5177858c5,JNJ_Q3-2024,We're seeing macroeconomic pressures in Japan.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.65,0.72,0.6
eff28a46ed07,PLTR_Q2-2024,"That differentiation is built on more than a decade of deep technical investments, technologies like the Ontology, OSDK, the primitives that we have that permeate the platform, security, functions on objects, actions, write-back, machinery, automations, and a deep product pipeline that really is focused on addressing this very problem on this transition from prototyping to production.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.82,0.75,0.85,0.7
f27a859c8a0a,PLTR_Q2-2024,"And the answer to that for these countries really is reimagine how you produce and the people who do it are going to be people who are alumni of the companies that have actually built companies correctly, call it, the Palantir alumni and people from the SpaceX network are really the only people who have done these things.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.72,0.6
f29fa0ed85c9,AMD_Q4-2023,"In closing, we delivered solid financial results in 2023, further strengthening our product portfolio and establishing ourselves as a leading provider of data center GPUs for AI.",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.72,0.75,0.72,0.7
f3a0baa41205,FAST_Q4-2024,"But the other thing I think to think about is where we're genuinely special in the marketplace is in engaging with customers that have very large, very complex supply chains.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.55,0.85,0.7
f41fa3a0e1e3,FAST_2026_01_20,We only have one quarter of that as we move into '26.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.62,0.6,0.85,0.7
f48bfb6acb82,GS_Q1-2024,"Can you offset it through pricing, product design?",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.92,0.9
f4d92f528d9d,WFC_Q3-2025,We are at the lower end of that range today.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.7,0.75,0.7
f56ec2d314cf,FDX_Q3-2026,"And given that this is our last earnings call before the spin-off, we've invited Freight's CEO, John Smith; and CFO, Marshall Witt, to join us today to participate in the Q&A.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.92,0.9
f5704f04db0c,GS_Q2-2025,"For example, last month's proposal on the recalibration of the enhanced SLR is a constructive step to returning the leverage requirement back to its intended purpose as a backstop measure.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.75,0.85,0.7
f5fb9f412993,AVGO_Q2-2024,"Hock, you seem to have pretty good visibility into hitting that $4 billion run rate over the medium term, perhaps.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.62,0.72,0.85,0.7
f6725c26e1e1,INTC_Q2-2025,"In the past, we approached AI with a traditional silicon and training-centric mindset without a cohesive silicon systems software stack and strategy.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.72,0.7
f6becb58c021,FDX_Q2-2025,"I will say, it picked up, right, after Cyber Monday.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.55,0.6,0.85,0.7
f6cdd83e99e9,INTC_Q4-2025,"And then, of course, they want to know the capacity, the pricing, those are all in the discussion right now.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.7
f853945d1b19,AMD_Q1-2025,So we continue to see strength in Client going into the second quarter.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.72,0.6,0.72,0.7
f8b594bba256,C_Q4-2025,"And if you could just remind us what the end goal is for op leverage, for EBIT margin, I should say, and over what time frame do you expect to get there?",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.62,0.85,0.85,0.9
f93fcb6fc25f,INTC_Q4-2023,"The second, as you point out, is loadings, and we are managing our capital spend and our investment with an eye on loadings to make sure that we keep those in a good place.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.6,0.6,0.72,0.7
fa389e9521b6,WFC_Q4-2024,And there is this debate about the extent and how quickly an asset cap removal would kickstart and allow for balance sheet growth.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.85,0.7
fa3932dbc56a,PLTR_Q3-2024,And we are going to maintain the contradiction of having both high margins and high growth.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.75,0.85,0.6
fc13486c3396,C_Q3-2024,We knew 2024 would be a tough year as we lap the credit cost but we have a path to higher returns.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.65,0.85,0.6
